trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
186,False,"{'a': 0.5, 'e': 0.6279999999999997}",20,0,-134.88125822330034,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
187,False,"{'a': 0.5, 'e': 0.6259999999999997}",20,0,-47.36873217009856,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.6239999999999997}",25,9,-46.76818632215168,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
189,False,"{'a': 0.5, 'e': 0.6219999999999997}",20,0,-23.834364905365252,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.5, 'e': 0.6199999999999997}",20,16,7.5985158294013235,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.6179999999999997}",30,0,-91.50845486718303,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.6159999999999997}",20,1,-49.98760973191594,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 1}",1
193,False,"{'a': 0.5, 'e': 0.6139999999999997}",25,0,-49.429167427935276,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.6119999999999997}",20,0,-96.01305083620662,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
195,False,"{'a': 0.5, 'e': 0.6099999999999997}",20,0,-48.44817043643683,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.6079999999999997}",25,17,5.013963865489363,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.6059999999999997}",20,0,-10.12590321079563,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.6039999999999996}",30,0,-101.56350828611184,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.6019999999999996}",30,23,3.741227705787594,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.5999999999999996}",30,2,-87.9209467907751,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 2}",1
201,False,"{'a': 0.5, 'e': 0.5979999999999996}",30,0,-47.903249544306526,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.5959999999999996}",25,0,-137.6352697737605,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
203,False,"{'a': 0.5, 'e': 0.5939999999999996}",20,0,-76.72451362246635,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.5919999999999996}",20,4,-43.259388999027884,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.5899999999999996}",25,11,8.877730069403636,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.5879999999999996}",25,17,3.4690483862562362,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.5859999999999996}",25,0,-23.919861403532032,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.5839999999999996}",20,13,10.42926611623788,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.5819999999999996}",20,6,-64.41235687592842,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
210,False,"{'a': 0.5, 'e': 0.5799999999999996}",20,0,-47.72925669414957,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.5779999999999996}",30,4,-29.121193276107515,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",1
212,False,"{'a': 0.5, 'e': 0.5759999999999996}",20,0,-6.974868528068272,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.5739999999999996}",25,1,-96.84269824981044,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 1}",1
214,False,"{'a': 0.5, 'e': 0.5719999999999996}",20,0,-11.698785307462815,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.5699999999999996}",20,0,-56.538427444146514,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
216,False,"{'a': 0.5, 'e': 0.5679999999999996}",20,0,-76.02223117707042,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
217,False,"{'a': 0.5, 'e': 0.5659999999999996}",25,11,-37.23913644748734,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.5639999999999996}",25,0,-88.6179747893584,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.5619999999999996}",20,0,-21.20355421363149,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.5599999999999996}",20,10,-43.88252788559028,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
221,False,"{'a': 0.5, 'e': 0.5579999999999996}",20,3,-10.268817875852484,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.5559999999999996}",20,0,-25.17881493038281,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.5539999999999996}",25,7,2.982909490010556,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.5519999999999996}",20,0,-77.3702867119134,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
225,False,"{'a': 0.5, 'e': 0.5499999999999996}",25,5,-82.00758535465853,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
226,False,"{'a': 0.5, 'e': 0.5479999999999996}",35,0,-67.80801204061741,"{0: 28, 1: 2, 2: 3, 3: 1, 4: 1}",0
227,False,"{'a': 0.5, 'e': 0.5459999999999996}",25,11,-8.781145286670728,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.5439999999999996}",20,0,-48.18307456736423,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.5419999999999996}",25,18,13.019103229566877,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.5399999999999996}",30,0,-103.05133385213404,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.5379999999999996}",30,0,-89.31445138530837,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
232,False,"{'a': 0.5, 'e': 0.5359999999999996}",25,3,-21.998735031676823,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
233,False,"{'a': 0.5, 'e': 0.5339999999999996}",20,13,4.185149383158105,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.5319999999999996}",25,0,-46.79638418535511,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.5299999999999996}",20,4,-72.88641128588573,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.5279999999999996}",25,0,-42.785758648173555,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
237,False,"{'a': 0.5, 'e': 0.5259999999999996}",30,0,-53.72716819416206,"{0: 24, 1: 1, 2: 2, 3: 3, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.5239999999999996}",20,0,-56.383657326698355,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
239,False,"{'a': 0.5, 'e': 0.5219999999999996}",30,0,8.984989610449649,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.5199999999999996}",30,18,3.7321168951823704,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.5179999999999996}",25,16,-4.53333138003312,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.5159999999999996}",20,0,-90.20054669691461,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
243,False,"{'a': 0.5, 'e': 0.5139999999999996}",25,17,2.225447375873876,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.5119999999999996}",30,18,-18.597608411776225,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.5099999999999996}",20,8,-35.88166851758803,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.5079999999999996}",25,0,-40.072020745481055,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
247,False,"{'a': 0.5, 'e': 0.5059999999999996}",20,0,-15.069882682526337,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.5039999999999996}",25,0,-124.50513156345976,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
249,False,"{'a': 0.5, 'e': 0.5019999999999996}",20,0,5.050698775916544,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
250,False,"{'a': 0.5, 'e': 0.49999999999999956}",25,0,-60.95853051325254,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
251,False,"{'a': 0.5, 'e': 0.49799999999999955}",30,0,-50.71588748307143,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.49599999999999955}",20,0,-85.48491317505281,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.49399999999999955}",20,3,-4.167542022160971,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.49199999999999955}",20,11,-2.474499851189913,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.48999999999999955}",20,3,-12.337133620598904,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.48799999999999955}",25,12,-29.710532113760614,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.48599999999999954}",25,0,-28.061965324530288,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.48399999999999954}",20,8,-24.766230498570106,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.48199999999999954}",30,7,-35.04855647010178,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
260,False,"{'a': 0.5, 'e': 0.47999999999999954}",20,0,-79.97484265038095,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
261,False,"{'a': 0.5, 'e': 0.47799999999999954}",20,7,-43.65624251509584,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.47599999999999953}",25,0,-72.77262423460725,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
263,False,"{'a': 0.5, 'e': 0.47399999999999953}",25,6,-32.13114982482634,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.47199999999999953}",30,10,-6.5372394988377565,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.46999999999999953}",25,13,4.6794914865667145,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.4679999999999995}",20,11,17.073264009612934,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.4659999999999995}",30,4,-53.91750910781369,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 1}",1
268,False,"{'a': 0.5, 'e': 0.4639999999999995}",35,0,-108.20092178886165,"{0: 26, 1: 1, 2: 4, 3: 3, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.4619999999999995}",35,18,-13.265538491471652,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
270,False,"{'a': 0.5, 'e': 0.4599999999999995}",20,10,12.596587849893448,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.4579999999999995}",25,7,-17.15971913785562,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.4559999999999995}",25,19,11.785790353994496,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.4539999999999995}",20,3,-12.334862490109911,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.5, 'e': 0.4519999999999995}",20,0,-56.986459883297655,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.4499999999999995}",30,14,-1.352436895231319,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.4479999999999995}",20,2,-29.321333442740357,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
277,False,"{'a': 0.5, 'e': 0.4459999999999995}",25,20,10.51724816373331,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.4439999999999995}",25,0,1.38870615787796,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.4419999999999995}",20,13,-41.404311852179745,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
280,False,"{'a': 0.5, 'e': 0.4399999999999995}",20,8,-2.622223717055812,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.4379999999999995}",20,8,-14.86225231120121,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.4359999999999995}",30,11,12.182897941493803,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.4339999999999995}",20,0,-138.40434816861242,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
284,False,"{'a': 0.5, 'e': 0.4319999999999995}",20,0,-58.75366950003899,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.4299999999999995}",25,0,-43.66485623255551,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.4279999999999995}",20,16,8.854173371275975,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.4259999999999995}",20,14,11.294424493747474,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.4239999999999995}",30,0,-76.76374202451174,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
289,False,"{'a': 0.5, 'e': 0.4219999999999995}",25,0,-50.5147228476123,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
290,False,"{'a': 0.5, 'e': 0.4199999999999995}",20,0,-35.651729766280944,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
291,False,"{'a': 0.5, 'e': 0.4179999999999995}",20,0,-124.12993545055801,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
292,False,"{'a': 0.5, 'e': 0.4159999999999995}",25,14,8.717886639543803,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.4139999999999995}",20,10,-36.38992195603755,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.5, 'e': 0.4119999999999995}",20,4,4.339117698105213,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.4099999999999995}",25,19,-29.80633750652205,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.5, 'e': 0.4079999999999995}",20,0,-88.75417203358708,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
297,False,"{'a': 0.5, 'e': 0.4059999999999995}",20,8,6.407824308756781,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.40399999999999947}",30,7,-54.027656706046756,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 2}",1
299,False,"{'a': 0.5, 'e': 0.40199999999999947}",20,11,4.151293039415108,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.39999999999999947}",25,9,-40.86117127343343,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.39799999999999947}",20,8,1.108484345473981,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.39599999999999946}",20,0,30.40688253839021,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.39399999999999946}",20,12,-26.500592401683978,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.39199999999999946}",30,0,3.1701263611745523,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
305,False,"{'a': 0.5, 'e': 0.38999999999999946}",20,13,-35.60718737254348,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
306,False,"{'a': 0.5, 'e': 0.38799999999999946}",20,7,-24.843225311122993,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.38599999999999945}",30,7,28.418177714005974,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.38399999999999945}",30,18,-1.1471731435327301,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.38199999999999945}",25,1,-69.69645908720426,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 1}",1
310,False,"{'a': 0.5, 'e': 0.37999999999999945}",20,15,-12.364769478319769,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.37799999999999945}",20,4,17.15753266218792,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.37599999999999945}",20,6,-35.98312200471272,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
313,False,"{'a': 0.5, 'e': 0.37399999999999944}",20,13,11.22192169964271,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.37199999999999944}",30,12,-0.39916633191792594,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
